player,prop_type,line,projection,raw_edge,avg_edge,confidence,recommended_side,recent_avg,season_avg,hit_rate_over,hit_rate_under,trend,games_analyzed,bookmaker,odds,over_odds,under_odds,implied_prob,market_prob,our_prob,adjustments,is_b2b,rest_days,minutes_factor,minutes_trend,game,home_team,away_team,opponent,opp_defense_rank,matchup_label,team_pace_rank,opp_pace_rank,news_status,news_adjustment,news_flags,news_notes,news_sources
Bennedict Mathurin,rebounds,5.5,5.1,-7.3,3.9,49.0,UNDER,5.4,5.5,40.0,60.0,NEUTRAL,15,fanduel,-114,-114,-114,53.3,50.0,57.2,Home: 1.14x | Rested: 1.03x | News: 0.85x (-15%) | ⚠️ GTD | 🔄 RETURNING,False,4,1.0,STABLE,New York Knicks @ Indiana Pacers,Indiana Pacers,New York Knicks,NYK,21,HARD,9,26,GTD_UNCERTAIN,-15.4%,⚠️ GTD | 🔄 RETURNING,"Game-time decision, status uncertain; Returning from injury - rust factor applied",https://www.cbssports.com/nba/players/3178537/bennedict-mathurin/ | https://timesofindia.indiatimes.com/sports/nba/top-stories/new-york-knicks-vs-indiana-pacers-regular-season-game-full-injury-report-whos-out-and-more-december-18-2025/articleshow/126054055.cms | https://www.indycornrows.com/p/pacers-went-back-to-work-after-disappointing
Karl-Anthony Towns,rebounds,10.5,11.7,11.5,3.7,77.0,OVER,11.6,11.9,62.0,38.0,NEUTRAL,24,fanduel,-140,-140,106,58.3,54.6,62.0,Rested: 1.03x,False,5,0.98,STABLE,New York Knicks @ Indiana Pacers,Indiana Pacers,New York Knicks,IND,6,GOOD,26,9,NO_NEWS,,,,
Amen Thompson,points,17.5,20.4,16.6,3.7,67.0,OVER,18.4,17.3,52.0,48.0,HOT,23,fanduel,-106,-106,-125,51.5,48.1,55.1,Home: 1.10x | Rested: 1.03x,False,3,1.02,STABLE,Houston Rockets @ New Orleans Pelicans,New Orleans Pelicans,Houston Rockets,NOP,2,SMASH,27,6,NO_NEWS,,,,
John Collins,rebounds,4.5,3.9,-14.4,3.6,68.0,UNDER,3.0,4.5,42.0,58.0,COLD,26,fanduel,-125,-106,-125,55.6,51.9,59.1,Rested: 1.03x,False,3,1.02,STABLE,Los Angeles Clippers @ Oklahoma City Thunder,Oklahoma City Thunder,Los Angeles Clippers,OKC,30,TOUGH,29,10,NO_NEWS,,,No recent news (filtered outdated articles),https://www.salaryswish.com/injury/players/john-collins | https://www.nbcsports.com/nba/john-collins/10611/news | https://www.foxsports.com/nba/john-collins-player-injuries
Egor Demin,rebounds,2.5,2.9,16.1,3.6,59.0,OVER,1.8,3.2,65.0,35.0,COLD,23,fanduel,-174,-174,130,63.5,59.4,67.1,Rested: 1.03x,False,4,1.0,STABLE,Miami Heat @ Brooklyn Nets,Brooklyn Nets,Miami Heat,MIA,13,NEUTRAL,28,1,NO_NEWS,,,No recent news (filtered outdated articles),https://www.foxsports.com/nba/egor-demin-player | https://www.nbcsports.com/nba/egor-demin/250133/news | https://www.cbssports.com/fantasy/basketball/news/nets-egor-demin-barely-visible-in-loss/
Ajay Mitchell,rebounds,2.5,1.9,-24.0,3.3,56.0,UNDER,2.8,3.3,62.0,38.0,COLD,26,fanduel,130,-174,130,43.5,40.6,46.7,Home: 0.64x | Rested: 1.03x,False,5,0.96,STABLE,Los Angeles Clippers @ Oklahoma City Thunder,Oklahoma City Thunder,Los Angeles Clippers,LAC,14,NEUTRAL,10,29,NO_NEWS,,,,
Michael Porter Jr,assists,2.5,3.0,20.2,3.3,61.0,OVER,4.0,3.2,62.0,38.0,HOT,21,fanduel,-172,-172,128,63.2,59.0,66.5,Home: 0.80x | Rested: 1.03x,False,4,1.0,STABLE,Miami Heat @ Brooklyn Nets,Brooklyn Nets,Miami Heat,MIA,13,NEUTRAL,28,1,NO_NEWS,,,No recent news (filtered outdated articles),https://www.salaryswish.com/injury/players/michael-porterjr | https://www.foxsports.com/nba/michael-porter-jr-player-injuries | https://1070thezone.iheart.com/content/2025-12-18-heat-vs-nets-injury-report-dec-18/
T.J. McConnell,assists,4.5,5.4,19.9,3.2,52.0,OVER,4.4,4.3,44.0,56.0,NEUTRAL,16,fanduel,116,116,-154,46.3,43.3,49.5,Home: 1.16x | Rested: 1.03x,False,4,0.96,STABLE,New York Knicks @ Indiana Pacers,Indiana Pacers,New York Knicks,NYK,21,HARD,9,26,NO_NEWS,,,No recent news (filtered outdated articles),https://www.freejobalert.com/article/tj-mcconnell-injury-update-why-is-he-not-playing-25290 | https://www.indystar.com/story/sports/nba/pacers/2025/11/26/t-j-mcconnell-injury-update-finding-his-way-after-hamstring-strain-pacers/87464092007/ | https://basketnews.com/news-234733-tj-mcconnell-injury-update-coach-provides-positive-news.html
Cason Wallace,rebounds,3.5,2.8,-20.6,3.1,63.0,UNDER,3.8,3.1,36.0,64.0,HOT,25,fanduel,-192,142,-192,65.8,61.4,68.9,Home: 0.90x | Rested: 1.03x | Mins: 0.88x,False,5,0.88,DOWN,Los Angeles Clippers @ Oklahoma City Thunder,Oklahoma City Thunder,Los Angeles Clippers,LAC,14,NEUTRAL,10,29,NO_NEWS,,,No recent news (filtered outdated articles),https://www.cbssports.com/fantasy/basketball/news/thunders-cason-wallace-not-listed-on-injury-report/ | https://www.rotoballer.com/player-news/cason-wallace-off-injury-report-saturday/1778629 | https://www.foxsports.com/nba/cason-wallace-player-injuries
Nicolas Claxton,points,13.5,13.2,-2.0,-3.5,73.0,UNDER,12.8,13.4,48.0,52.0,NEUTRAL,25,fanduel,-130,-102,-130,56.5,52.8,53.0,Rested: 1.03x,False,4,1.02,STABLE,Miami Heat @ Brooklyn Nets,Brooklyn Nets,Miami Heat,MIA,13,NEUTRAL,28,1,NO_NEWS,,,No recent news (filtered outdated articles),https://www.cbssports.com/nba/players/2892387/nicolas-claxton/ | https://www.salaryswish.com/injury/players/nicolas-claxton | https://www.foxsports.com/nba/nicolas-claxton-player-injuries
Alperen Sengun,points,22.5,21.2,-5.9,-4.4,61.0,UNDER,28.2,23.5,52.0,48.0,HOT,21,fanduel,-128,-104,-128,56.1,52.4,51.8,Home: 0.94x | Rested: 1.03x | News: 0.85x (-15%) | ⚠️ GTD | 🔄 RETURNING,False,3,0.96,STABLE,Houston Rockets @ New Orleans Pelicans,New Orleans Pelicans,Houston Rockets,NOP,2,SMASH,27,6,GTD_UNCERTAIN,-15.4%,⚠️ GTD | 🔄 RETURNING,"Game-time decision, status uncertain; Returning from injury - rust factor applied",https://www.cbssports.com/nba/players/26646084/alperen-sengun/ | https://www.foxsports.com/nba/alperen-sengun-player-injuries | https://www.talkbasket.net/208359-rockets-vs-pelicans-injury-report-for-thursday
Simone Fontecchio,rebounds,3.5,3.9,12.0,-4.5,62.0,OVER,3.4,3.0,44.0,56.0,HOT,25,fanduel,-130,-130,-102,56.5,52.8,52.0,Home: 1.17x | Rested: 1.03x,False,3,1.02,STABLE,Miami Heat @ Brooklyn Nets,Brooklyn Nets,Miami Heat,BKN,11,NEUTRAL,1,28,NO_NEWS,,,No recent news (filtered outdated articles),https://sportsforecaster.com/nba/p/63923/Simone_Fontecchio/transactions | https://www.cbssports.com/nba/players/2211139/simone-fontecchio/ | https://www.rotowire.com/basketball/player/simone-fontecchio-5797
Davion Mitchell,points,10.5,10.6,0.8,-4.9,66.0,OVER,10.6,9.9,44.0,56.0,HOT,25,fanduel,-104,-104,-128,51.0,47.6,46.0,Rested: 1.03x,False,3,1.04,STABLE,Miami Heat @ Brooklyn Nets,Brooklyn Nets,Miami Heat,BKN,11,NEUTRAL,1,28,NO_NEWS,,,No recent news (filtered outdated articles),https://www.rotowire.com/basketball/headlines/davion-mitchell-news-scores-12-in-loss-508726 | https://www.foxsports.com/nba/davion-mitchell-player-injuries | https://foxsports940.iheart.com/content/2025-12-18-heat-vs-nets-injury-report-dec-18/
Pascal Siakam,assists,3.5,3.4,-2.7,-5.1,57.0,UNDER,3.0,4.0,56.0,44.0,COLD,25,fanduel,-110,-120,-110,52.4,49.0,47.3,Home: 1.11x | Rested: 1.03x | News: 0.95x (-5%) | ⚠️ GTD (likely playing),False,4,0.96,STABLE,New York Knicks @ Indiana Pacers,Indiana Pacers,New York Knicks,NYK,21,HARD,9,26,GTD_LEANING_PLAY,-5.0%,⚠️ GTD (likely playing),"Game-time decision, expected to play",https://www.foxsports.com/nba/pascal-siakam-player-injuries | https://www.cbssports.com/nba/players/2157611/pascal-siakam/ | https://foxsports1280.iheart.com/content/2025-12-18-knicks-vs-pacers-injury-report-dec-18/
Amen Thompson,rebounds,7.5,6.8,-9.8,-5.3,64.0,UNDER,8.6,7.3,52.0,48.0,HOT,23,fanduel,-152,114,-152,60.3,56.3,55.0,Home: 0.79x | Rested: 1.03x,False,3,1.02,STABLE,Houston Rockets @ New Orleans Pelicans,New Orleans Pelicans,Houston Rockets,NOP,2,SMASH,27,6,NO_NEWS,,,No recent news (filtered outdated articles),https://timesofindia.indiatimes.com/sports/nba/top-stories/houston-rockets-vs-new-orleans-pelicans-regular-season-game-full-injury-report-whos-out-and-more-december-18-2025/articleshow/126059627.cms | https://www.cbssports.com/nba/players/29005049/amen-thompson/ | https://www.foxsports.com/nba/amen-thompson-player-injuries
Terance Mann,pra,15.5,14.0,-9.4,-5.6,64.0,UNDER,15.4,16.0,57.0,43.0,NEUTRAL,23,fanduel,-130,-102,-130,56.5,52.8,51.0,Rested: 1.03x | Mins: 0.86x,False,4,0.86,DOWN,Miami Heat @ Brooklyn Nets,Brooklyn Nets,Miami Heat,MIA,13,NEUTRAL,28,1,NO_NEWS,,,,
Zaccharie Risacher,threes,1.5,1.5,-1.7,-5.9,49.0,UNDER,0.8,1.3,38.0,62.0,COLD,24,fanduel,-240,174,-240,70.6,65.9,64.7,Home: 1.33x | Rested: 1.03x,False,4,0.98,STABLE,Atlanta Hawks @ Charlotte Hornets,Charlotte Hornets,Atlanta Hawks,CHA,11,NEUTRAL,7,22,NO_NEWS,,,No recent news (filtered outdated articles),https://www.cbssports.com/nba/players/29275376/zaccharie-risacher/ | https://www.cbssports.com/fantasy/basketball/news/hawks-zaccharie-risacher-ruled-out-tuesday/ | https://ak-static.cms.nba.com/referee/injury/Injury-Report_2025-11-18_12PM.pdf
Ajay Mitchell,assists,3.5,3.2,-9.9,-6.3,61.0,UNDER,3.4,3.7,50.0,50.0,COLD,26,fanduel,-180,134,-180,64.3,60.1,58.0,Home: 0.88x | Rested: 1.03x,False,5,0.96,STABLE,Los Angeles Clippers @ Oklahoma City Thunder,Oklahoma City Thunder,Los Angeles Clippers,LAC,14,NEUTRAL,10,29,NO_NEWS,,,,
Reed Sheppard,threes,2.5,2.5,-1.1,-7.4,62.0,UNDER,2.0,2.6,48.0,52.0,COLD,23,fanduel,-174,130,-174,63.5,59.4,56.1,Home: 1.05x | Rested: 1.03x,False,3,1.01,STABLE,Houston Rockets @ New Orleans Pelicans,New Orleans Pelicans,Houston Rockets,NOP,2,SMASH,27,6,NO_NEWS,,,,
Noah Clowney,rebounds,4.5,5.0,10.8,-7.5,57.0,OVER,4.8,3.8,28.0,72.0,HOT,25,fanduel,114,114,-148,46.7,43.9,39.2,Home: 1.15x | Rested: 1.03x,False,4,1.09,UP,Miami Heat @ Brooklyn Nets,Brooklyn Nets,Miami Heat,MIA,13,NEUTRAL,28,1,NO_NEWS,,,No recent news (filtered outdated articles),https://www.cbssports.com/nba/players/28954298/noah-clowney/ | https://foxsports940.iheart.com/content/2025-12-18-heat-vs-nets-injury-report-dec-18/ | https://www.rotowire.com/basketball/headlines/noah-clowney-news-strong-two-way-performance-508547
Nickeil Alexander-Walker,assists,2.5,2.3,-9.1,-9.2,52.0,UNDER,2.8,3.4,76.0,24.0,COLD,25,fanduel,122,-162,122,45.0,42.1,35.8,Home: 0.85x | Rested: 1.03x | News: 0.85x (-15%) | ⚠️ GTD | 🔄 RETURNING,False,4,0.99,STABLE,Atlanta Hawks @ Charlotte Hornets,Charlotte Hornets,Atlanta Hawks,CHA,11,NEUTRAL,7,22,GTD_UNCERTAIN,-15.4%,⚠️ GTD | 🔄 RETURNING,"Game-time decision, status uncertain; Returning from injury - rust factor applied",https://www.cbssports.com/fantasy/basketball/news/hawks-nickeil-alexander-walker-nursing-ankle-sprain/ | https://www.rotowire.com/basketball/headlines/nickeil-alexander-walker-news-cleared-to-play-sunday-508463 | https://www.foxsports.com/nba/nickeil-alexander-walker-player
Steven Adams,rebounds,7.5,7.3,-2.8,-18.1,53.0,UNDER,6.8,8.6,74.0,26.0,COLD,19,fanduel,-152,114,-152,60.3,56.3,42.2,Rested: 1.03x | News: 0.87x (-13%) | ⚠️ GTD (likely playing) | 🔄 RETURNING,False,3,0.93,DOWN,Houston Rockets @ New Orleans Pelicans,New Orleans Pelicans,Houston Rockets,NOP,2,SMASH,27,6,GTD_LEANING_PLAY,-12.6%,⚠️ GTD (likely playing) | 🔄 RETURNING,"Game-time decision, expected to play; Returning from injury - rust factor applied",https://www.cbssports.com/nba/players/2067654/steven-adams/ | https://www.rotowire.com/basketball/headlines/steven-adams-news-removed-from-injury-report-507965 | https://www.salaryswish.com/injury/players/steven-adams
